S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Classified Rating,Our Rating
554,Anand Agricultural University,3.5,"AS,M","{'mba', 'phd', 'msc', 'b.sc', 'b.tech', 'm.tech'}",Good,Good,Anand,Gujarat,https://www.aau.in/,67,2.8,27400,22.34,337,vl,,,n/a
77,"CHADALAWADA RAMANAMMA
 ENGG. COLLEGE",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://crectirupati.ac.in/index.html,66,3.5,55600,22.33,338,m,,,n/a
460,Suryadeo Singh College,4.5,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Arwal,Bihar,https://www.gecarwal.ac.in/,60,8.4,11270,22.32,339,vl,,,n/a
338,"SUN INST OF PHARM EDN AND
 RESEARCH",4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Nellore,Andhra Pradesh,http://www.sunpharmacynellore.com,65,3.5,40900,22.31,340,l,,,n/a
385,"VIGNANS LARA INST. OF
 TECHNOLOGY AND SCI",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.vignanlara.org,65,4,70000,22.3,341.5,m,,,n/a
349,"SRI VENKATESWARA INST OF
 TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Anantapur,Andhra Pradesh,https://svcetedu.org,65,4,40000,22.3,341.5,l,,,n/a
200,NARAYANA ENGINEERING COLLEGE,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://www.necn.ac.in/,65,4.5,47200,22.29,343,l,,,n/a
435,Dibrugarh University,3.9,"M,P","{'mtech', 'ba', 'mcom', 'btech', '', 'bsc'}",Good,Good,Dibrugarh,Assam,https://dibru.ac.in/?home,65,4,4469,22.26,344.5,vl,,,n/a
388,"VIGNANS NIRULA INST OF TECH. AND
 SCI FOR WOMEN",3.9,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.vignannirula.org,65,4,40000,22.26,344.5,l,,,n/a
748,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Raisen,Madhya Pradesh,,67,2.5,5000,22.25,346,vl,,,n/a
268,R.K.COLLEGE OF ENGINEERING,4.6,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://www.rkce.ac.in/,65,3,40000,22.24,347,l,,,n/a
557,M. S. University,3.6,AS,"{'ba', 'mcom', 'btech', 'be', 'msc', 'ma', 'bcom', 'diploma', 'bsc', 'llb', 'me'}",Good,Good,Panchmahal,Gujarat,https://sggu.ac.in/,67,2.3,41000,22.23,348.5,l,,,n/a
374,VIGNAN INST.OF PHARM.,4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Guntur,Andhra Pradesh,https://www.vignanpharmacycollege.in/,65,3.5,69500,22.23,348.5,m,,,n/a
684,Sree Narayana College,3.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,Good,Kollam,Kerala,https://snckollam.ac.in/,66,3,3385,22.22,351,vl,,,n/a
355,"SWARNANDHRA COLL. OF ENGG AND
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://www.swarnandhra.ac.in,65,4,58700,22.22,351,m,,,n/a
329,SRINIVASA INSTITUTE OF TECHNOLOGY AND MANG STUDIES,3.8,M,"{'bma', 'marketing', 'mba'}",Good,Good,Chittoor,Andhra Pradesh,https://sitams.org,65,4,30000,22.22,351,vl,,,n/a
44,"AVANTHI INSTITUTE OF ENGG. AND
 TECHNOLOGY",3.3,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Ranga Reddy,Telangana,https://aietg.ac.in/,65,4.5,40000,22.17,353,l,,,n/a
303,S K C COLLEGE OF PHARMACY,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://www.skcprc.org,65,3.7,37050,22.17,354,l,,,n/a
445,Kokrajhar Government College,4,AS,"{'ma', 'ba', 'msc', 'bsc'}",Good,Good,Kokrajhar,Assam,https://www.kgc.edu.in/,65,3.5,4427,22.15,355.5,vl,,,n/a
371,VICTORIA COLLEGE OF PHARMACY,4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,http://www.victoriapharmacy.org,65,3.5,40000,22.15,355.5,l,,,n/a
401,"VISWANADHA INSTITUTE OF
 TECHNOLOGY AND MGMT",3.6,M,"{'bma', 'marketing', 'mba'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://www.shiksha.com/college/viswanadha-institute-of-technology-and-management-visakhapatnam-44887/courses,65,4,57000,22.14,357,m,,,n/a
155,"KAKINADA INSTITUTE OF ENGG. AND
 TECHNOLOGY",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.kietgroup.com,66.7,2.5,40000,22.12,358,l,,,n/a
271,"RAYALASEEMA UNIVERSITY COLLEGE
 OF ENGG",4.3,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Anantapur,Andhra Pradesh,http://www.ruce.ac.in/,65,3,60000,22.12,359,m,,,n/a
346,"SRI VASAVI INSTT OF ENGINEERING
 AND TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Machilipatnam,Andhra Pradesh,https://www.sviet.edu.in,65,3.5,40000,22.11,361.5,l,,,n/a
347,"D M S S V H COLLEGE OF
 ENGINEERING",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://svhce.in/,65,3.5,40000,22.11,361.5,l,,,n/a
365,"VIKAS COLLEGE OF ENGINEERING
 AND TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,vikasinstitutionsnunna.org,65,3.5,59000,22.11,361.5,m,,,n/a
336,"ST.MARYS WOMENS ENGINEERING
 COLLEGE",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://stmaryswomens.com,65,3.5,40000,22.11,361.5,l,,,n/a
284,"SIDDARTHA EDNL ACADEMY GRP OF
 INSTNS",4.4,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://www.siddharthaacademy.ac.in/,65,2.8,60600,22.1,364,m,,,n/a
372,VIGNANS INSTT OF ENGINEERING FOR WOMEN,3.8,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Hyderabad,Telangana,http://www.vmtw.in/index.php,65,3.5,53000,22.07,366,m,,,n/a
351,"SRI VENKATESA PERUMAL COLLEGE
 OF ENGG. AND TECH",3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://www.svpcet.org/,65,3.5,40900,22.07,366,l,,,n/a
359,"UNIVERSAL COLLEGE OF ENGG AND
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.ucet.edu.in,65,3.5,40000,22.07,366,l,,,n/a
546,Saurashtra University,4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,VGood,Rajkot,Gujarat,https://saurashtrauniversity.edu/university/academic-departments/department-of-pharmaceutical-sciences/,65,3.2,15300,22.06,368,vl,,,n/a
274,"AUDHISANKARA COLLEGE OF ENGG.
 AND TECHNOLOGY",4.3,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Nellore,Andhra Pradesh,https://www.audisankara.ac.in,65,2.8,61100,22.06,369.5,m,,,n/a
260,RAGHU COLLEGE OF PHARMACY,4.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,https://raghucollegeofpharmacy.com,65,2.8,64500,22.06,369.5,m,,,n/a
480,L. N. Janta College,2.6,M,"{'ba', 'bcom', 'bsc'}",Bad,Good,Madhubani,Bihar,https://lnjc.ac.in/web/pages/internet,68,2,5000,22.04,371,vl,,,n/a
391,VIGNAN PHARMACY COLLEGE,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://www.vignanpharmacycollege.in,65,3.5,69500,22.03,372.5,m,,,n/a
358,TIRUMALA ENGINEERING COLLEGE,3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.tecnrt.org,65,3.5,65800,22.03,372.5,m,,,n/a
400,VISAKHA TECHNICAL CAMPUS,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://www.viet.edu.in,65,3.5,14900,21.99,374,vl,,,n/a
258,"RAVINDRA COLLEGE OF ENGG FOR
 WOMEN",4.1,EW,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Kurnool,Andhra Pradesh,https://www.recw.ac.in,65,2.8,40000,21.98,375,l,,,n/a
158,"KAKINADA INSTITUTE OF
 TECHNOLOGY SCIENCES",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,http://www.kitsdivili.ac.in,65.6,3.1,40000,21.97,376,l,,,n/a
230,"PRASIDDHA COLLEGE OF ENGG
 TECHNOLOGY",3.5,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,www.prasiddhaamp.com,65,3.5,35000,21.95,378,vl,,,n/a
342,"SRI VENKATESWARA COLLEGE OF
 PHARMACY",3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,http://svcop.in,65,3.5,38000,21.95,378,l,,,n/a
332,"SRI SATYANARAYANA ENGINEERING
 COLLEGE",3.5,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,Www.Ssncolleges.Com,65,3.5,50000,21.95,378,l,,,n/a
570,Maharishi Dayanand University,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Rohtak,Haryana,https://mdu.ac.in/Department/DepartmentHome.aspx?Dept=29,65,3.2,1000,21.94,380,vl,,,n/a
801,Viva Institute of Pharmacy,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,Good,Palghar,Maharashtra,https://vivapharmacy.org/,65,3,65500,21.92,384,m,,,n/a
269,"RISE KRISHNA SAI PRAKASAM GROUP
 OF INSTITUTIONS",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://www.risekrishnasaiprakasam.edu.in,65,3,40300,21.92,384,l,,,n/a
237,"PRIYADARSHINI INST. OF TECH AND
 SCIENCES FOR WOMEN",3.8,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Khammam,Telangana,http://www.priw.ac.in,65,3,40000,21.92,384,l,,,n/a
362,"VISWA BHARATHI COLLEGE OF
 PHARMACEUTICAL SCI.S",3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://www.shiksha.com/college/vishwa-bharathi-college-of-pharmaceutical-sciences-guntur-60913,65,3.4,68000,21.92,384,m,,,n/a
291,"SATYA INST OF TECHNOLOGY AND
 MGMT",3.8,M,"{'bma', 'marketing', 'mba'}",Good,Good,Vizianagaram,Andhra Pradesh,https://sitam.co.in/,65,3,40000,21.92,384,l,,,n/a
297,SIMS COLLEGE OF PHARMACY,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,http://simscollege.ac.in,65,3,100000,21.92,384,h,,,n/a
277,"SRI ANNAMACHARYA INSTITUTE OF
 TECHNOLOGY AND SCIENCE",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kadapa,Andhra Pradesh,https://www.satsrjpt.com/,65,3,35000,21.92,384,vl,,,n/a
382,VIZAG INSTT OF TECHNOLOGY,3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://www.shiksha.com/college/vizag-institute-of-technology-vit-visakhapatnam-42762,65,3.5,24867,21.91,389,vl,,,n/a
348,"SRI VENKATESWARA INSTT. OF
 SCIENCE AND TECHNOLOGY",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://svcetedu.org,65,3.5,46800,21.91,389,l,,,n/a
334,SAI TIRUMALA N V R ENGINEERING COLLEGE,3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.shiksha.com/college/sai-tirumala-n-v-r-engineering-college-narasaraopet-60947,65,3.5,40000,21.91,389,l,,,n/a
73,CHIRALA ENGINEERING COLLEGE,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://www.cecc.co.in/,65,3.2,40000,21.9,391.5,l,,,n/a
751,Awadhesh Pratap Singh University,3.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Rewa,Madhya Pradesh,https://www.apsurewa.ac.in/en/,65,3.2,5250,21.9,391.5,vl,,,n/a
262,"RISE KRISHNA SAI GANDHI GROUP OF
 INSTITUTIONS",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://www.risekrishnasaigandhi.edu.in,65,3,40000,21.88,393,l,,,n/a
233,"PRIYADARSHINI INST OF TECH AND
 MGMT",3.3,M,"{'bma', 'marketing', 'mba'}",Good,Good,Guntur,Andhra Pradesh,https://pitmgnt.ac.in,65,3.5,40000,21.87,394,l,,,n/a
182,D VENKATARAMANA AND DR.HIMASEKHAR MIC COLL OF TECH,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.mictech.edu.in/,64,3.7,40000,21.87,395,l,,,n/a
74,"CHINTALAPUDI ENGINEERING
 COLLEGE",3.5,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,"https://allegiance-educare.in/college/chintalapudi-engineering-college-cecg#:~:text=Chintalapudi%20Engineering%20College%20%2D%20%5BCECG%5D%20situated%20in%20Guntur%2C%20Andhra,about%20this%20reputable%20institution%20below.",65,3.2,100000,21.86,397.5,h,,,n/a
283,"SIDDHARTH INSTITUTE OF ENGG. AND
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.sietk.org,65,2.8,65400,21.86,397.5,m,,,n/a
246,"P. RAMIREDDY MEMORIAL COLLEGE
 OF PHARMACY",3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kadapa,Andhra Pradesh,https://www.prrmcp.edu.in,65,2.8,56660,21.86,397.5,m,,,n/a
280,SRI VISHNU COLLEGE OF PHARMACY,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,West Godavari,Andhra Pradesh,https://www.svcp.edu.in,65,2.8,80300,21.86,397.5,h,,,n/a
254,QIS INSTITUTE OF TECHNOLOGY,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://www.qisit.edu.in,65,3,53000,21.84,401.5,m,,,n/a
251,"QIS COLLEGE OF ENGG. AND
 TECHNOLOGY",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://qiscet.edu.in,65,3,87600,21.84,401.5,h,,,n/a
235,"PRIYADARSHINI INST OF PHARMACEUTICAL EDUCATION AND
 RESEARCH",3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://piper.ac.in,65,3,35000,21.84,401.5,vl,,,n/a
172,"LAKIREDDY BALIREDDY COLLEGE OF
 ENGINEERING",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://lbrce.ac.in,65,3,78600,21.84,401.5,h,,,n/a
363,VISVODAYA ENGINEERING COLLEGE,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,http://www.visvodayata.ac.in/,65,3.5,35000,21.83,404,vl,,,n/a
276,"SASI INSTITUTE OF TECHNOLOGY AND
 ENGINEERING",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://www.sasi.ac.in/,65,2.8,40000,21.82,406,l,,,n/a
299,SRINIVASA INST OF PHARM SCI,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kadapa,Andhra Pradesh,http://www.sipp.co.in,65,2.8,36700,21.82,406,l,,,n/a
264,"RAJIV GANDHI MEMORIAL COLLEGE
 OF ENGG. AND TECH.",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kurnool,Andhra Pradesh,https://www.rgmcet.edu.in,65,2.8,59400,21.82,406,m,,,n/a
721,Government Degree College,3,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Dhar,Madhya Pradesh,http://www.mphighereducation.nic.in/pgcdhar,67,1.7,5000,21.81,408.5,vl,,,n/a
49,BALAJI COLLEGE OF PHARMACY,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Anantapuramu,Andhra Pradesh,"https://www.balajipharmacy.ac.in/Home/ContactUs#:~:text=Location,Anantapuramuamu%2C%20Andhra%20Pradesh%2C%20India.",65,2.5,120000,21.81,408.5,vh,,,n/a
499,Government College,3.2,M,"{'ba', 'bca', 'bba', 'btech'}",Good,Good,Balod,Chhattisgarh,http://www.govtcollbalod.ac.in/,65,3.4,2628,21.8,410,vl,,,n/a
203,NEWTONS INST OF SCI AND TECH,2.5,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,https://www.newtonsnie.co.in,68,1.3,43000,21.79,411.5,l,,,n/a
680,Government First Grade College,3.4,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Vijayapura,Karnataka,https://www.shiksha.com/college/government-first-grade-college-for-women-bijapur-karnataka-other-185007,65,3.1,26830,21.79,411.5,vl,,,n/a
659,Government First Grade College,3.3,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Gadag,Karnataka,https://www.shiksha.com/college/government-first-grade-college-gadag-71857,65,3.2,56900,21.78,413.5,m,,,n/a
214,NOVA COLLEGE OF PHARMACY,2.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,West Godavari,Andhra Pradesh,https://www.pharmajrg.nova.edu.in,68,1.4,48000,21.78,413.5,l,,,n/a
216,N R I COLLEGE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Krishna,Andhra Pradesh,http://nricp.edu.in,65,2.9,35000,21.77,415.5,vl,,,n/a
815,Shri Shivaji College of Education,3.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Washim,Maharashtra,,65,2.5,35000,21.77,415.5,vl,,,n/a
156,"KAKINADA INSTITUTE OF ENGG. AND
 TECHNOLOGY",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.kietgroup.com,65,3,40000,21.76,417.5,l,,,n/a
166,KRISHNA TEJA PHARMACY COLLEGE,3.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://krishnatejapharmacycollege.ac.in,65,3,100000,21.76,417.5,h,,,n/a
756,CHANDRA SHEKHAR AZAD GOVT. P. G. LEAD COLLEGE,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Sehore,Madhya Pradesh,https://www.csapgcollegesehore.com/coursesdetails,64,3.8,15000,21.74,419,vl,,,n/a
82,"COASTAL INST OF TECHNOLOGY AND
 MANAGEMENT",3.3,M,"{'bma', 'marketing', 'mba'}",Good,Good,Visakhapatnam,Andhra Pradesh,"http://www.citm.ac.in/#:~:text=Established%20in%202008%2C%20CITM%20is,picturesque%20port%20city%20of%20Visakhapatnam.",65,3,35000,21.72,420,vl,,,n/a
449,Nowgong College,4,M,"{'ba', 'bcom', 'bsc', 'bmlt'}",Good,Good,Nagaon,Assam,https://www.nowgongcollege.edu.in/,65,2,1500,21.7,421,vl,,,n/a
590,Government College Hamirpur,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Hamirpur,Himachal Pradesh,https://www.gchamirpur.org/,65,2.8,15450,21.7,422.5,vl,,,n/a
257,RAOS COLLEGE OF PHARMACY,3.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Nellore,Andhra Pradesh,https://www.raosinstitutions.com,65,2.8,40000,21.7,422.5,l,,,n/a
577,Maharishi Dayanand University,3.7,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,Good,Jhajjar,Haryana,https://mdu.ac.in/Department,65,2.2,1000,21.64,424,vl,,,n/a
278,"SANKETHIKA VIDYA PARISHAD
 ENGINEERING COLLEGE",3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://svpec.edu.in,65,2.8,40000,21.62,425.5,l,,,n/a
300,NALANDA INST OF PHARM.SCI.,3.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://www.nalandapharmacy.ac.in,65,2.8,120000,21.62,425.5,vh,,,n/a
238,PRAKASAM ENGINEERING COLLEGE,3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://prakasamec.com,65,2.5,40000,21.61,427,l,,,n/a
574,YMCA University of Science and Technology,3.6,M,"{'ba', 'bba', 'be.d', 'bca', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,Good,Faridabad,Haryana,https://www.jcboseust.ac.in/index.php,65,2.2,87900,21.6,428,h,,,n/a
265,"RAJAMAHENDRI INST OF ENGG AND
 TECHNOLOGY",3,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,East Godavari,Andhra Pradesh,https://www.rietrjy.co.in,65,3,41000,21.6,429,l,,,n/a
191,"MALINENI PERUMALLU EDNL SOC
 GROUP OF INSTNS",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://mpesguntur.com,65,2,35000,21.58,430,vl,,,n/a
437,Goalpara College,3.4,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Goalpara,Assam,https://www.goalparacollege.ac.in/,65,2.4,9973,21.58,431,vl,,,n/a
519,Government EPVG College,3.5,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Korba,Chhattisgarh,https://gevpgkrb.ac.in/,64,3.1,1340,21.53,432.5,vl,,,n/a
736,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khandwa,Madhya Pradesh,https://www.mphighereducation.nic.in/,64,3.1,5000,21.53,432.5,vl,,,n/a
224,"NOVA COLLEGE OF ENGINEERING
 AND TECHNOLOGY",2.9,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Krishna,Andhra Pradesh,https://www.enggvja.nova.edu.in,65,2.8,35000,21.5,434,vl,,,n/a
631,Pakur B.Ed College,3.3,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Pakur,Jharkhand,https://pakurbedcollege.org/,64,3.2,50000,21.48,435,l,,,n/a
157,"KAKINADA INST OF ENGG AND
 TECHNOLOGY FOR WOMEN",3.4,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,http://kietgroup.com/,64,2.9,40000,21.43,436,l,,,n/a
708,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Betul,Madhya Pradesh,https://www.jhgovtbetul.com/,64,2.7,5000,21.41,437,vl,,,n/a
293,"SHREE INST OF TECHNOLOGICAL
 EDUCATION",2.5,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Chittoor,Andhra Pradesh,https://www.shiksha.com/college/shree-institute-of-technical-education-tirupati-60969,65,3,175000,21.4,438,vh,,,n/a
769,Government Polytechnic College,3,E,"{'diploma', 'eee', 'cse', 'mec', 'ece'}",Good,Good,Umaria,Madhya Pradesh,https://gpcumaria.ac.in/,65,2,15000,21.3,439.5,vl,,,n/a
212,NIMRA COLLEGE OF PHARMACY,3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Krishna,Andhra Pradesh,https://www.nimra.in,65,2,35000,21.3,439.5,vl,,,n/a
213,"NOVA COLLEGE OF ENGG. AND
 TECHNOLOGY",2.9,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Krishna,Andhra Pradesh,https://www.enggvja.nova.edu.in,65,2,35000,21.26,441,vl,,,n/a
559,Government College,3.5,M,"{'ba', 'bcom'}",Good,Good,Charkhi Dadri,Haryana,http://gpgcchdadri.ac.in/,64,2.2,4410,21.26,442,vl,,,n/a
149,KORINGA COLLEGE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,East Godavari,Andhra Pradesh,http://koringacollegeofpharmacy.co.in,60,5.5,35000,21.05,443,vl,,,n/a
662,Government First Grade College,3.4,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Haveri,Karnataka,https://www.collegedekho.com/colleges/government-first-grade-college-11,62,3.5,10000,21.01,444,vl,,,n/a
522,Government M.V.P.G. College,3.2,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Mahasamund,Chhattisgarh,https://mvpgcollege.org/,63,2.6,1111,20.96,445.5,vl,,,n/a
138,JNTUK COLLEGE OF PHARMACY,4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,https://www.jntuk.edu.in,60,4,45000,20.96,445.5,l,,,n/a
43,A U COLLEGE OF ENGG FOR WOMEN,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,www.andhrauniversity.edu.in?,60,4.5,75000,20.95,447,h,,,n/a
184,MOTHER THERESA INST OF PHARMACEUTICAL EDUCATION AND RESEARCH,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kurnool,Andhra Pradesh,https://www.miperknlapindia.ac.in/,62,3,35000,20.94,448,vl,,,n/a
202,"NOVA COLLEGE OF PHARM.EDN. AND
 RESEARCH",2.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Rangareddy,Telangana,https://www.pharmavja.nova.edu.in,65,1.5,35000,20.91,449,vl,,,n/a
