S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Our Rating
734,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Katni,Madhya Pradesh,https://katni.nic.in/en/public-utility-category/colleges/,50.0,2.3,5000,17.09,611.0,vl,,n/a
670,Government First Grade College,3.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Bad,Mandya,Karnataka,https://collegedunia.com/college/56337-government-first-grade-college-mandya,50.0,2.6,6000,17.06,612.0,vl,https://youtu.be/XaPHYFMBaU4?feature=shared,0.0
418,Jawaharlal Nehru College,2.5,AS,"{'ma', 'ba', 'bcom', 'bsc'}",Bad,Good,East Siang,Arunachal Pradesh,https://www.jncpasighat.edu.in/,52.0,1.5,6740,17.05,613.0,vl,https://youtu.be/RYANELpKFOo?feature=shared,0.0
167,"KAKINADA INSTITUTE OF
 TECHNOLOGY AND SCIENCE",3.3,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,http://www.kitsdivili.ac.in/,50.0,2.4,40000,17.04,614.0,l,https://youtu.be/onD-vRGOGn8?feature=shared,0.15800865800865802
620,Godda College,2.9,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Godda,Jharkhand,https://goddacollege.org/,50.0,2.9,20000,17.03,615.0,vl,https://youtu.be/PiwIctfa48c?feature=shared,0.0
558,A.S. College,3.2,AS,"{'ba', 'bca', 'ma', 'bcom', 'bvoc'}",Average,Good,Ambala,Haryana,https://www.asckhn.com/,50.0,2.1,49000,16.91,616.0,l,,n/a
447,Majuli College,3.0,M,"{'ba', 'bsc'}",Bad,Good,Majuli,Assam,https://majulicollege.in/,50.0,2.0,14610,16.8,617.0,vl,,n/a
463,C.M. College,3.0,M,"{'ba', 'bba', 'be.d', 'bca', 'bcom', 'bsc'}",Bad,Good,Begusarai,Bihar,https://www.gdcollegebegusarai.com/index.php,50.0,1.9,789,16.77,618.0,vl,,n/a
639,Sahibganj College,2.9,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Sahibganj,Jharkhand,https://www.sahibganjcollege.in/,50.0,2.0,5000,16.76,619.0,vl,https://youtu.be/dFpc_dSf534?feature=shared,0.11650793650793653
132,INDIRA INST OF TECHNOLOGY SCI,3.0,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Markapuram,Telangana,https://www.indiraeducational.org,50.0,1.8,40000,16.74,620.0,l,https://youtu.be/HhmHCt21ykE?feature=shared,0.06166666666666667
468,Magadh University,3.6,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Bodh Gaya,Bihar,https://www.magadhuniversity.ac.in/,48.0,2.9,82000,16.71,621.0,h,https://youtu.be/5CjDn0QpR8I?feature=shared,0.21762820512820508
469,M. J. K. College,3.6,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Bettiah,Bihar,https://www.mjkcollege.ac.in/,48.0,2.8,1500,16.68,622.0,vl,https://youtu.be/3iexde2BALo?feature=shared,0.31
489,Rajendra College,3.8,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Saran,Bihar,https://www.rcc.ac.in/admissions,46.0,4.5,12168,16.67,623.0,vl,https://youtu.be/u5y4K0A2naY?feature=shared,0.052749999999999984
471,Arvind Mahila College,3.4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Patna,Bihar,https://samcpatna.ac.in/,50.0,1.0,1599,16.66,624.0,vl,https://youtu.be/X6S-O-VGnYo?feature=shared,0.009450549450549451
701,Government Girls' College,3.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Agar Malwa,Madhya Pradesh,https://agarmalwa.nic.in/en/public-utility-category/colleges/,48.0,3.2,5000,16.64,625.0,vl,,n/a
707,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Barwani,Madhya Pradesh,https://barwani.nic.in/en/public-utility-category/colleges/,50.0,1.3,10000,16.59,626.0,vl,,n/a
416,Rang Frah Government College,2.6,M,{'ba'},Bad,Good,Changlang,Arunachal Pradesh,https://www.rfgc.in/,50.0,1.4,2570,16.46,627.0,vl,,n/a
725,Government Degree College,3.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Guna,Madhya Pradesh,https://pgcollegeguna.in/,48.0,2.3,5000,16.37,628.0,vl,,n/a
763,Government SMS PG College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Shivpuri,Madhya Pradesh,https://www.govtsmspgcollegeshivpuri.org/,48.0,2.0,7000,16.2,629.0,vl,https://youtu.be/3pplnMRJEMM?feature=shared,0.0
738,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Mandla,Madhya Pradesh,http://www.mphighereducation.nic.in/mandla,47.0,2.9,5000,16.17,630.0,vl,,n/a
706,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Balaghat,Madhya Pradesh,https://balaghat.nic.in/en/public-utility/school-education/,46.0,3.1,5000,16.13,631.0,vl,https://youtu.be/y2C2J6-39fc?feature=shared,0.0
798,Dadasaheb Aher College of Engineering,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,Good,Nandurbar,Maharashtra,https://www.dacoe.ac.in/academics/Courses-Offered,45.0,3.5,76536,16.11,632.0,h,,n/a
740,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Morena,Madhya Pradesh,https://mphighereducation.nic.in/InstitutePortal/Public/About_Institute.aspx?InstId=Mjky,47.0,2.6,10000,16.08,633.0,vl,,n/a
507,Government Danteshwari College,3.5,AS,"{'ba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Dantewada,Chhattisgarh,https://pgcollegedantewada.in/,46.0,2.9,4580,16.07,634.0,vl,https://youtu.be/tWXmG5ZAmkk?feature=shared,0.0
567,MVN University,2.7,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Bad,Good,Palwal,Haryana,https://www.mvn.edu.in/,48.0,1.9,60200,16.05,635.0,m,https://youtu.be/xkjgvHNILIc?feature=shared,0.2333333333333333
733,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Jhabua,Madhya Pradesh,https://jhabua.nic.in/en/public-utility-category/colleges/,47.0,2.4,10000,16.02,636.0,vl,,n/a
624,Jamtara College,2.6,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Jamtara,Jharkhand,https://jamtaracollege.ac.in/,49.0,0.6,5000,15.92,637.0,vl,,n/a
219,NARAYANA ENGINEERING COLLEGE,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://www.necn.ac.in,45.0,3.2,40000,15.9,638.0,l,https://youtu.be/i3D_UHJumpo?feature=shared,5.551115123125783e-17
717,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Damoh,Madhya Pradesh,http://www.gcgpgcollegedamoh.com/,46.0,2.3,5000,15.89,639.0,vl,,n/a
464,T. N. B. College,3.8,M,"{'ba', 'bca', 'bsc'}",Good,Good,Bhagalpur,Bihar,https://tnbcollege.org/,45.0,2.8,1063,15.86,640.0,vl,https://youtu.be/DVnXBXJ3_VM?feature=shared,0.09555555555555555
810,"S. H. Kelkar College of Arts, Commerce and Science",4.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Sindhudurg,Maharashtra,https://shkelkarcollege.ac.in/,45.0,2.5,7000,15.85,641.0,vl,,n/a
467,J. P. College,3.5,AS,"{'btech', 'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Chapra,Bihar,https://jpv.ac.in/,45.0,3.0,82600,15.8,642.5,h,https://www.instagram.com/jpuniversitychapra/,n/a
466,Marwari College,3.5,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Darbhanga,Bihar,https://marwaricollege.ac.in/,45.0,3.0,22050,15.8,642.5,vl,https://youtu.be/aB_HakKAfXY?feature=shared,0.11666666666666665
703,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Anuppur,Madhya Pradesh,https://anuppur.nic.in/en/public-utility-category/colleges/,45.0,2.8,5000,15.74,644.0,vl,,n/a
616,Jamshedpur Co-operative College,3.9,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,East Singhbhum,Jharkhand,https://www.cooperativecollegejsr.ac.in/,45.0,2.0,500,15.66,645.0,vl,https://youtu.be/4hdCLDynJvE?feature=shared,0.033924349881796684
716,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Chhindwara,Madhya Pradesh,https://pgcollegechhindwara.edu.in/,45.0,2.1,5000,15.53,646.0,vl,https://youtu.be/PLnsw4TZjeA?feature=shared,0.08039772727272726
799,Yashwantrao Chavan Maharashtra Open University,3.9,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,VGood,Nashik,Maharashtra,https://ycmou.digitaluniversity.ac/,43.0,2.5,32500,15.21,647.0,vl,https://youtu.be/ThktS0b4SQI?feature=shared,0.24545454545454545
603,Government College Nahan,2.6,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Sirmaur,Himachal Pradesh,https://gcnahan.in/,45.0,2.0,1500,15.14,648.0,vl,https://www.instagram.com/pg_clg_nahan/,n/a
633,D.A.V. College,2.8,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Palamu,Jharkhand,https://jharkhand.studyinfo.org.in/dav-institute-of-engineering-and-technology/,45.0,1.7,69240,15.13,649.0,m,https://www.instagram.com/davcollegenepal/,n/a
566,Government College,2.5,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'bsc'}",Bad,Good,Mahendragarh,Haryana,http://gcnnl.ac.in/,45.0,1.6,5000,14.98,650.0,vl,,n/a
16,"AKRG COLLEGE OF ENGG AND
 TECHNOLOGY",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,West Godavari,Andhra Pradesh,https://www.akrgdegree.ac.in/,40.0,3.0,74600,14.54,651.0,h,https://youtu.be/hfcT1Knzmys?feature=shared,0.3772222222222223
760,BKSN Government Degree College,2.7,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Shajapur,Madhya Pradesh,https://mphighereducation.nic.in/InstitutePortal/Default.aspx?InstId=NTY0,42.0,2.2,5000,14.34,652.0,vl,https://youtu.be/EOff1hepjRI?feature=shared,0.0
35,"A S K COLLEGE OF TECHNOLOGY
 MANAGEMENT",3.8,M,"{'bma', 'marketing', 'mba'}",Good,Good,Anakapalli,Andhra Pradesh,https://askctm.in/#:~:text=ASK%20College%20of%20Technology%20and%20Management%20%E2%80%93%20Anakapalle%2C%20Visakhapatnam,40.0,2.0,72000,14.12,653.0,h,https://youtu.be/6kBk2_OnwAc?feature=shared,0.16249999999999998
169,"DR.K V SUBBA REDDY INST OF
 PHARMACY",3.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Anantapur,Andhra Pradesh,http://drkvsrip.ac.in,40.0,3.0,120000,14.1,654.0,vh,https://youtu.be/i5jvhYqU6BQ?feature=shared,0.12222222222222223
54,"BHEEMA INST OF TECHNOLOGY AND
 SCI",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kurnool,Andhra Pradesh,https://www.bitsadoni.ac.in/index1.php,40.0,1.8,40000,14.02,655.0,l,https://youtu.be/D4jAPYPCFKw?feature=shared,0.016666666666666673
712,Government PG College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Burhanpur,Madhya Pradesh,https://burhanpur.nic.in/en/public-utility-category/colleges/,40.0,2.5,14000,13.95,656.5,vl,,n/a
147,"JAGAN'S INSTITUTE OF
 PHARMACEUTICAL SCIENCES",3.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Nellore,Andhra Pradesh,jaganscollegeofpharmacy.in,40.0,2.5,35000,13.95,656.5,vl,,n/a
749,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Rajgarh,Madhya Pradesh,https://www.gcrajgarh.ac.in/,40.0,2.0,5000,13.8,659.0,vl,,n/a
98,D.B.S.INST OF TECHNOLOGY,3.0,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Nellore,Andhra Pradesh,https://www.dbsinstitutions.com,40.0,2.0,40000,13.8,659.0,l,,n/a
704,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Ashoknagar,Madhya Pradesh,https://ashoknagar.nic.in/en/public-utility/government-nehru-degree-college/,40.0,2.0,4750,13.8,659.0,vl,,n/a
210,"NALANDA INSTITUTE OF ENGG. AND
 TECHNOLOGY",2.9,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,Www.Ngi.Ac.In,40.0,2.0,36500,13.76,661.0,l,https://youtu.be/lsg6dyPW8mU?feature=shared,-0.18533333333333335
420,Government College of Lower Subansiri,2.5,M,"{'ba', 'bcom'}",Bad,Good,Lower Subansiri,Arunachal Pradesh,http://www.gcyachuli.ac.in,40.0,2.5,26000,13.75,662.0,vl,,n/a
787,"Rajarshi Shahu Arts, Commerce and Science College",2.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Hingoli,Maharashtra,,40.0,1.2,2350,13.48,663.0,vl,,n/a
742,Government PG College,2.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Neemuch,Madhya Pradesh,,38.0,1.8,10000,13.06,664.0,vl,https://www.instagram.com/pg_college_neemuch/,n/a
410,YELAMARTY B. PHARMACY COLLEGE,2.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Visakhapatnam,Andhra Pradesh,https://www.yalamarty.edu.in/,35.0,2.0,35000,12.1,665.0,vl,,n/a
423,Government College of Bomdila,2.5,M,"{'ba', 'bcom'}",Bad,Good,West Kameng,Arunachal Pradesh,https://gcbdl.edu.in/,35.0,1.5,5000,11.95,666.0,vl,https://youtu.be/NHXjLa9n6Oo?feature=shared,0.6
617,S.S. Memorial College,2.9,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Garhwa,Jharkhand,https://ssmemorialcollege.com/,34.0,1.6,1057,11.84,667.0,vl,https://youtu.be/n_f1zLvgcyU?feature=shared,0.07539682539682539
425,Baksa College,2.6,M,"{'bba', 'bca', 'b.a', 'bcom', 'b.sc'}",Bad,Good,Baksa,Assam,http://bdcb.ac.in/,34.0,0.6,6110,11.42,668.0,vl,,n/a
39,SVR ENGINEERING COLLEGE,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nandyal,Andhra Pradesh,https://svrec.ac.in/,30.0,3.0,40000,11.34,669.0,l,https://youtu.be/dkOnnubcLxg?feature=shared,0.096875
85,"CHIRANJIVI REDDY INST OF ENGG
 AND TECHNOLOGY",2.7,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Anantapuramu,Andhra Pradesh,https://www.critatp.in/,30.0,3.0,40000,10.98,670.0,l,,n/a
602,Government College Sanjauli,1.6,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Bad,Shimla,Himachal Pradesh,https://www.gcsanjauli.edu.in/,30.0,1.0,33330,9.94,671.0,vl,https://youtu.be/yFjchlOR930?feature=shared,0.08807870370370371
6,ADARSHA COLL OF PHARMACY,3.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,East Godavari,Andhra Pradesh,"https://adarsacollegeofpharmacy.com/wp/#:~:text=ADARSA%20College%20of%20Pharmacy%20is,excellent%20roads%20and%20road%20transportation.",20.0,4.0,51000,8.4,672.0,m,https://www.instagram.com/adarshgroupofinstitutions/?hl=en,n/a
478,Jamunilal College,1.4,M,"{'ba', 'bca', 'bsc', 'bcom'}",Bad,Good,Lakhisarai,Bihar,https://lakhisarai.nic.in/public-utility/rajeshwar-lal-college-lakhisarai/,25.0,0.8,5791,8.3,673.0,vl,https://www.instagram.com/jamunilalcollegehajipur/,n/a
636,Ranchi University,,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Ranchi,Jharkhand,https://ranchiuniversity.ac.in/,60.0,6.0,2275,,,vl,https://youtu.be/VEBKtaCocS8?feature=shared,0.03784011243386244
